정류소명,정류소아이디,총승차건수,총하차건수,승차건수(카드),하차건수(카드),승차건수(현금),일평균승하차건수
솔밭마을,38193,1090 ,338 ,1090 ,338 ,0 ,46 
솔빛마을,36034,9520 ,9521 ,9520 ,9521 ,0 ,614 
솔빛마을,36037,6524 ,6692 ,6524 ,6692 ,0 ,426 
솔빛마을주공아파트,36049,10021 ,7496 ,10021 ,7496 ,0 ,565 
솔빛마을주공아파트,36050,9310 ,11842 ,9310 ,11842 ,0 ,682 
솔빛주공2단지,36045,1190 ,1073 ,1190 ,1073 ,0 ,73 
솔안공원,38348,10980 ,7640 ,10980 ,7640 ,0 ,600 
솔정,43526,22 ,0 ,21 ,0 ,1 ,0 
솔정,43871,6 ,17 ,6 ,17 ,0 ,0 
솔정1리마을회관,90085,0 ,16 ,0 ,16 ,0 ,0 
솔정마을,43129,27 ,9 ,27 ,9 ,0 ,1 
솔정마을,43811,15 ,1 ,15 ,1 ,0 ,0 
솔정마을,43872,7 ,41 ,7 ,41 ,0 ,1 
솔정마을,90108,0 ,16 ,0 ,16 ,0 ,0 
솔정정미소,43130,23 ,23 ,23 ,23 ,0 ,1 
솔정정미소,43134,16 ,5 ,16 ,5 ,0 ,0 
솔터마을입구,80327,1119 ,324 ,1119 ,324 ,0 ,46 
솔터마을입구,80336,1045 ,924 ,1045 ,924 ,0 ,63 
솔펜션,44177,24 ,21 ,24 ,21 ,0 ,1 
송곡촌,43439,22 ,39 ,22 ,39 ,0 ,1 
송곡촌,43815,68 ,37 ,66 ,37 ,2 ,3 
송내고교입구,11014,100 ,421 ,100 ,421 ,0 ,16 
송내고교입구,11015,602 ,138 ,602 ,138 ,0 ,23 
송내고등학교,40219,2438 ,2875 ,2438 ,2875 ,0 ,171 
송내남부역,40761,100 ,2215 ,100 ,2215 ,0 ,74 
송내역,56005,98682 ,101057 ,98682 ,101057 ,0 ,6443 
송내역.로데오거리,55267,5947 ,24491 ,5947 ,24491 ,0 ,981 
송내역.영화의거리,55263,21413 ,7291 ,21413 ,7291 ,0 ,925 
송내역남부,56002,140367 ,119838 ,140367 ,119838 ,0 ,8393 
송담초등학교,38667,1848 ,439 ,1848 ,439 ,0 ,73 
송담초등학교,38668,337 ,1661 ,337 ,1661 ,0 ,64 
송도1동행정복지센터,38012,5087 ,12526 ,5087 ,12526 ,0 ,568 
송도2동행정복지센터,38492,6171 ,4348 ,6171 ,4348 ,0 ,339 
송도2동행정복지센터,38588,2884 ,3071 ,2884 ,3071 ,0 ,192 
송도MTB파크,38746,164 ,244 ,164 ,244 ,0 ,13 
송도SK뷰(101동),38635,2780 ,996 ,2780 ,996 ,0 ,121 
송도SK뷰(105동),38632,258 ,1379 ,258 ,1379 ,0 ,52 
송도SK뷰(105동),38633,2513 ,386 ,2513 ,386 ,0 ,93 
송도sk뷰,38707,733 ,4149 ,733 ,4149 ,0 ,157 
송도sk뷰,38708,727 ,1402 ,727 ,1402 ,0 ,68 
송도고입구,38215,3494 ,2752 ,3494 ,2752 ,0 ,201 
송도고입구,38221,1424 ,879 ,1424 ,879 ,0 ,74 
송도공영차고지,38472,345 ,301 ,345 ,301 ,0 ,20 
송도국제교입구,38597,317 ,0 ,317 ,0 ,0 ,10 
송도국제도시디에트르시그니처뷰,38771,3808 ,2193 ,3808 ,2193 ,0 ,193 
송도글로벌캠퍼스푸르지오아파트,38711,1126 ,1143 ,1126 ,1143 ,0 ,73 
송도누리공원,38663,4865 ,4456 ,4865 ,4456 ,0 ,300 
송도누리공원,38664,1256 ,3995 ,1256 ,3995 ,0 ,169 
송도달빛축제공원,38776,388 ,911 ,388 ,911 ,0 ,41 
송도달빛축제공원역,38696,21911 ,4436 ,21911 ,4436 ,0 ,849 
송도달빛축제공원역,38697,3474 ,16846 ,3474 ,16846 ,0 ,655 
송도더샵그린스퀘어,39843,3925 ,1346 ,3925 ,1346 ,0 ,170 
송도더샵그린워크,38526,1265 ,296 ,1265 ,296 ,0 ,50 
송도더샵그린워크2차,38493,2682 ,3523 ,2682 ,3523 ,0 ,200 
송도더샵마스터뷰21단지,38578,6443 ,1158 ,6443 ,1158 ,0 ,245 
송도더샵마스터뷰22단지,38693,1284 ,519 ,1284 ,519 ,0 ,58 
송도더샵마스터뷰22단지,38695,398 ,1412 ,398 ,1412 ,0 ,58 
송도더샵마스터뷰22단지(2202동),38698,234 ,459 ,234 ,459 ,0 ,22 
송도더샵마스터뷰22단지(2202동),38712,650 ,1161 ,650 ,1161 ,0 ,58 
송도더샵마스터뷰22단지(정문),38694,254 ,1313 ,254 ,1313 ,0 ,50 
송도더샵마스터뷰23단지,38441,3621 ,3254 ,3621 ,3254 ,0 ,221 
송도더샵마스터뷰23단지,38442,631 ,4258 ,631 ,4258 ,0 ,157 
송도더샵마스터뷰23단지(정문),38692,1742 ,280 ,1742 ,280 ,0 ,65 
송도더샵센트럴시티,39842,2152 ,3825 ,2152 ,3825 ,0 ,192 
송도더샵센트럴시티.글로벌캠퍼스푸르지오,38647,7282 ,1717 ,7282 ,1717 ,0 ,290 
송도더샵퍼스트월드,38589,1177 ,1653 ,1177 ,1653 ,0 ,91 
송도더샵퍼스트월드(동문),38013,15833 ,6754 ,15833 ,6754 ,0 ,728 
송도더샵퍼스트월드(서문),38381,3968 ,1930 ,3968 ,1930 ,0 ,190 
송도더샵퍼스트월드B동.C동,38425,3477 ,2565 ,3477 ,2565 ,0 ,194 
송도더샵퍼스트월드D동,38009,1831 ,2118 ,1831 ,2118 ,0 ,127 
송도더샵퍼스트파크14단지,38560,527 ,2792 ,527 ,2792 ,0 ,107 
송도더샵퍼스트파크14단지,38577,2502 ,263 ,2502 ,263 ,0 ,89 
송도더샵퍼스트파크15단지,38559,232 ,897 ,232 ,897 ,0 ,36 
송도더샵퍼스트파크15단지,38576,990 ,199 ,990 ,199 ,0 ,38 
송도더샵하버뷰2차,38467,2165 ,11775 ,2165 ,11775 ,0 ,449 
송도동일하이빌파크포레아파트,38680,3642 ,1162 ,3642 ,1162 ,0 ,154 
송도라마다호텔앞,38065,1932 ,4761 ,1932 ,4761 ,0 ,215 
송도라마다호텔앞,38067,10588 ,7354 ,10588 ,7354 ,0 ,578 
송도랜드마크시티13호근린공원,38738,831 ,5399 ,831 ,5399 ,0 ,200 
송도랜드마크시티13호근린공원,38739,4555 ,641 ,4555 ,641 ,0 ,167 
송도랜드마크푸르지오시티,38747,1509 ,2304 ,1509 ,2304 ,0 ,123 
송도럭스오션SK뷰,38797,2851 ,2046 ,2851 ,2046 ,0 ,157 
송도럭스오션SK뷰,38798,2167 ,1840 ,2167 ,1840 ,0 ,129 
송도럭스오션SK뷰101동,38799,97 ,356 ,97 ,356 ,0 ,14 
송도럭스오션SK뷰101동,38800,373 ,121 ,373 ,121 ,0 ,15 
송도베르디움더퍼스트후문,39985,1352 ,5313 ,1352 ,5313 ,0 ,215 
송도세브란스병원,38651,252 ,1065 ,252 ,1065 ,0 ,42 
송도센트럴파크,38452,3610 ,6099 ,3610 ,6099 ,0 ,313 
송도센트럴파크역,38563,2580 ,1099 ,2580 ,1099 ,0 ,118 
송도소방서(송도스마트밸리),39801,1436 ,2822 ,1436 ,2822 ,0 ,137 
송도스마트밸리,39802,4462 ,1573 ,4462 ,1573 ,0 ,194 
송도스포츠센터(LNG야구장),39721,1746 ,1187 ,1746 ,1187 ,0 ,94 
송도아트윈푸르지오,38549,618 ,661 ,618 ,661 ,0 ,41 
송도아트윈푸르지오,38562,9 ,501 ,9 ,501 ,0 ,16 
송도에듀포레푸르지오,39921,1165 ,3604 ,1165 ,3604 ,0 ,153 
송도에듀포레푸르지오후문,39986,5767 ,839 ,5767 ,839 ,0 ,213 
송도역,38213,2386 ,1883 ,2386 ,1883 ,0 ,137 
송도역,38505,7954 ,16865 ,7954 ,16865 ,0 ,800 
송도역,38669,1360 ,1861 ,1360 ,1861 ,0 ,103 
송도영남아파트,38224,8031 ,7328 ,8031 ,7328 ,0 ,495 
송도오션파크베르디움,38642,2635 ,19527 ,2635 ,19527 ,0 ,714 
송도요양원,38144,2112 ,2464 ,2112 ,2464 ,0 ,147 
송도유원지(한국도로교통공단),38081,11347 ,13085 ,11347 ,13085 ,0 ,788 
송도유원지(한국도로교통공단),38088,22603 ,7500 ,22603 ,7500 ,0 ,971 
송도자이더스타,38783,166 ,1785 ,166 ,1785 ,0 ,62 
송도자이더스타,38790,1360 ,215 ,1360 ,215 ,0 ,50 
송도자이크리스탈오션,38779,3668 ,3961 ,3668 ,3961 ,0 ,246 
송도자이크리스탈오션,38780,4659 ,3067 ,4659 ,3067 ,0 ,249 
송도자이하버뷰,38521,3589 ,2095 ,3589 ,2095 ,0 ,183 
송도자이하버뷰1단지,38468,15338 ,2116 ,15338 ,2116 ,0 ,563 
송도자이하버뷰2단지(202동),38488,1513 ,3347 ,1513 ,3347 ,0 ,156 
송도자이하버뷰2단지(205동),38455,528 ,549 ,528 ,549 ,0 ,34 
송도자이하버뷰2단지(정문),38465,3474 ,2427 ,3474 ,2427 ,0 ,190 
송도자이하버뷰2단지(정문),38498,2974 ,2598 ,2974 ,2598 ,0 ,179 
송도재래시장,38207,7601 ,8477 ,7601 ,8477 ,0 ,518 
송도재래시장,38210,9538 ,8259 ,9538 ,8259 ,0 ,574 
송도재래시장,38220,7004 ,2630 ,7004 ,2630 ,0 ,310 
송도제2차고지,38703,500 ,275 ,500 ,275 ,0 ,25 
송도제2차고지입구,38735,81 ,365 ,81 ,365 ,0 ,14 
송도중학교,35155,11412 ,13472 ,11412 ,13472 ,0 ,802 
송도지웰푸르지오시티,38424,4681 ,10882 ,4681 ,10882 ,0 ,502 
송도채석장,38175,690 ,2157 ,690 ,2157 ,0 ,91 
송도체육센터,38699,215 ,754 ,215 ,754 ,0 ,31 
송도체육센터,38700,938 ,236 ,938 ,236 ,0 ,37 
송도컨벤시아,38367,1946 ,6701 ,1946 ,6701 ,0 ,278 
송도컨벤시아,38369,2801 ,1466 ,2801 ,1466 ,0 ,137 
송도컨벤시아남문,38660,2938 ,1491 ,2938 ,1491 ,0 ,142 
송도컨벤시아남문,38661,1421 ,2673 ,1421 ,2673 ,0 ,132 
송도타임스페이스,38720,4852 ,4240 ,4852 ,4240 ,0 ,293 
송도테크노파크IT센터,38752,21 ,1445 ,21 ,1445 ,0 ,47 
송도테크노파크IT센터,39929,4672 ,4397 ,4672 ,4397 ,0 ,292 
송도파크레인동일하이빌,38625,46 ,165 ,46 ,165 ,0 ,6 
송도파크레인동일하이빌,38626,689 ,3 ,689 ,3 ,0 ,22 
송도파크레인입구,38538,682 ,3230 ,682 ,3230 ,0 ,126 
송도파크레인입구,38539,1297 ,1426 ,1297 ,1426 ,0 ,87 
송도파크자이,38627,768 ,482 ,768 ,482 ,0 ,40 
송도파크자이,38628,1 ,528 ,1 ,528 ,0 ,17 
송도파크자이아파트,38638,9457 ,8387 ,9457 ,8387 ,0 ,575 
송도파크자이아파트정문,38677,1444 ,5259 ,1444 ,5259 ,0 ,216 
송도푸르지오월드마크,38426,6187 ,6617 ,6187 ,6617 ,0 ,413 
송도푸르지오하버뷰,38494,3223 ,4200 ,3223 ,4200 ,0 ,239 
송도풍림아이원1단지,38033,3217 ,24136 ,3217 ,24136 ,0 ,882 
송도풍림아이원2단지,38025,9880 ,14472 ,9880 ,14472 ,0 ,785 
송도풍림아이원2단지,38026,9844 ,5539 ,9844 ,5539 ,0 ,496 
송도풍림아이원2단지,38034,25888 ,3380 ,25888 ,3380 ,0 ,944 
송도풍림아이원4단지,38032,4082 ,9383 ,4082 ,9383 ,0 ,434 
송도힐스테이트,38479,17540 ,7483 ,17540 ,7483 ,0 ,807 
송도힐스테이트5단지,38393,6748 ,8810 ,6748 ,8810 ,0 ,501 
송도힐스테이트6단지,38554,29 ,90 ,29 ,90 ,0 ,3 
송동마을.서초힐스아파트,22962,2111 ,195 ,2111 ,195 ,0 ,74 
송림119안전센터,36165,125 ,318 ,125 ,318 ,0 ,14 
송림3.5동행정복지센터(재능대정문),36030,1748 ,4695 ,1748 ,4695 ,0 ,207 
송림4동행정복지센터(재능대후문),36127,1588 ,1619 ,1588 ,1619 ,0 ,103 
송림고가교,37491,2157 ,1318 ,2157 ,1318 ,0 ,112 
송림고가교,37492,1516 ,2739 ,1516 ,2739 ,0 ,137 
송림고개(도화신동아아파트),37439,9830 ,8854 ,9830 ,8854 ,0 ,602 
송림고개(도화신동아아파트),37501,11142 ,7668 ,11142 ,7668 ,0 ,606 
송림동진로아파트,36154,299 ,308 ,299 ,308 ,0 ,19 
송림동진로아파트,36155,84 ,732 ,84 ,732 ,0 ,26 
송림빌라,43316,15 ,2 ,15 ,2 ,0 ,0 
송림빌라,43775,2 ,37 ,2 ,37 ,0 ,1 
송림시장,36015,431 ,447 ,431 ,447 ,0 ,28 
송림오거리,36131,15451 ,4101 ,15451 ,4101 ,0 ,630 
송림오거리,36132,4261 ,10385 ,4261 ,10385 ,0 ,472 
송림주유소,36090,687 ,555 ,687 ,555 ,0 ,40 
송림체육관,36130,634 ,46 ,634 ,46 ,0 ,21 
송림체육관,36148,40 ,261 ,40 ,261 ,0 ,9 
송림체육관후문,36152,359 ,867 ,359 ,867 ,0 ,39 
송림체육관후문,36153,878 ,553 ,878 ,553 ,0 ,46 
송림휴먼시아,36124,30 ,694 ,30 ,694 ,0 ,23 
송림휴먼시아,36125,61 ,1100 ,61 ,1100 ,0 ,37 
송마3리,80157,924 ,48 ,924 ,48 ,0 ,31 
송마3리,80158,41 ,482 ,41 ,482 ,0 ,16 
송마리입구,80159,47 ,710 ,47 ,710 ,0 ,24 
송마리입구,80160,391 ,123 ,391 ,123 ,0 ,16 
송명초등학교,92013,4510 ,439 ,4510 ,439 ,0 ,159 
송산,43482,33 ,14 ,32 ,14 ,1 ,1 
송산,43710,23 ,42 ,23 ,42 ,0 ,2 
송산교회,43956,12 ,31 ,12 ,31 ,0 ,1 
송산삼거리,43480,27 ,2 ,26 ,2 ,1 ,0 
송산삼거리,43611,2 ,51 ,2 ,51 ,0 ,1 
송암박두성생가입구,90396,0 ,11 ,0 ,11 ,0 ,0 
송암박두성생가입구,90397,13 ,0 ,13 ,0 ,0 ,0 
송월동동화마을,35189,6780 ,3145 ,6780 ,3145 ,0 ,320 
송월동동화마을,35190,2960 ,9372 ,2960 ,9372 ,0 ,397 
송월아파트,35193,2656 ,666 ,2656 ,666 ,0 ,107 
송월아파트,35194,918 ,3029 ,918 ,3029 ,0 ,127 
송정역,25184,526 ,6389 ,526 ,6389 ,0 ,223 
송정역,25185,4280 ,90 ,4280 ,90 ,0 ,140 
송정역(중),16015,3145 ,480 ,3145 ,480 ,0 ,116 
송해교회,43384,318 ,58 ,316 ,58 ,2 ,12 
송해교회,43769,43 ,296 ,43 ,296 ,0 ,10 
송해면사무소,43708,55 ,148 ,55 ,148 ,0 ,6 
송해면사무소,43809,92 ,69 ,92 ,69 ,0 ,5 
송해삼거리,43386,410 ,85 ,410 ,85 ,0 ,15 
송해삼거리,43819,67 ,455 ,65 ,455 ,2 ,16 
송해초등학교,43807,6 ,137 ,6 ,137 ,0 ,4 
송해초등학교,43820,94 ,12 ,93 ,12 ,1 ,3 
송현시장.수도국산달동네박물관,36019,8216 ,5902 ,8216 ,5902 ,0 ,455 
송현시장.수도국산달동네박물관,36020,7267 ,21084 ,7267 ,21084 ,0 ,914 
송현시장.수도국산달동네박물관,36025,64 ,774 ,64 ,774 ,0 ,27 
송현아파트,36065,5607 ,3665 ,5607 ,3665 ,0 ,299 
송현아파트,36067,1947 ,4024 ,1947 ,4024 ,0 ,192 
송현주공아파트,36073,921 ,2634 ,921 ,2634 ,0 ,114 
송현주공아파트,36080,10580 ,6420 ,10580 ,6420 ,0 ,548 
송현주공아파트후문,36162,915 ,3310 ,915 ,3310 ,0 ,136 
쇠골큰말,89318,73 ,57 ,65 ,57 ,8 ,4 
쇠골큰말,89321,104 ,24 ,95 ,24 ,9 ,4 
수곡(월곳리),43191,36 ,0 ,36 ,0 ,0 ,1 
수곡(월곳리),43620,0 ,10 ,0 ,10 ,0 ,0 
수광티티아이,90215,28 ,41 ,28 ,41 ,0 ,2 
수도군수지원단(장애인복지관),40825,5716 ,1604 ,5716 ,1604 ,0 ,236 
수도군수지원단(장애인복지관),40826,37 ,1852 ,37 ,1852 ,0 ,60 
수림공원,39347,2263 ,1054 ,2263 ,1054 ,0 ,107 
수림공원,39351,764 ,1948 ,764 ,1948 ,0 ,87 
수변로삼거리,40367,1051 ,497 ,1051 ,497 ,0 ,49 
수변로삼거리,40370,2763 ,5799 ,2763 ,5799 ,0 ,276 
수봉공원,37289,1939 ,1753 ,1939 ,1753 ,0 ,119 
수봉공원,37569,1360 ,3936 ,1360 ,3936 ,0 ,170 
수봉공원.인천수봉문화회관입구,37362,12786 ,7270 ,12786 ,7270 ,0 ,646 
수봉공원.인천수봉문화회관입구,37369,8860 ,13133 ,8860 ,13133 ,0 ,709 
수봉마을쉼터,37570,3195 ,4362 ,3195 ,4362 ,0 ,243 
수봉마을쉼터,37571,3751 ,2084 ,3751 ,2084 ,0 ,188 
수부촌,43041,99 ,205 ,99 ,205 ,0 ,9 
수산동,39175,418 ,699 ,418 ,699 ,0 ,36 
수산동,39176,334 ,558 ,334 ,558 ,0 ,28 
수양관,43245,24 ,63 ,23 ,63 ,1 ,2 
수양관,43645,54 ,9 ,53 ,9 ,1 ,2 
수영장앞,90460,8 ,53 ,8 ,53 ,0 ,1 
수영장앞,90478,0 ,30 ,0 ,30 ,0 ,0 
수인곡물시장,35134,3055 ,2956 ,3055 ,2956 ,0 ,193 
수정제입구,90290,9 ,7 ,9 ,7 ,0 ,0 
수촌,43111,137 ,6 ,136 ,6 ,1 ,4 
수촌,43358,4 ,141 ,4 ,141 ,0 ,4 
수출산업단지6공단입구,40009,3829 ,4727 ,3829 ,4727 ,0 ,276 
수출산업단지6공단입구,40010,2219 ,2404 ,2219 ,2404 ,0 ,149 
수행마을.홈플러스,80074,636 ,30 ,636 ,30 ,0 ,21 
수행마을.홈플러스,80075,79 ,666 ,79 ,666 ,0 ,24 
수현마을,39487,2876 ,3695 ,2876 ,3695 ,0 ,211 
수현마을,39488,5242 ,4744 ,5242 ,4744 ,0 ,322 
수협,43060,240 ,1061 ,238 ,1061 ,2 ,41 
수협,43062,5019 ,9959 ,4999 ,9959 ,20 ,483 
수협(인천해양센터),35080,2601 ,90 ,2601 ,90 ,0 ,86 
수협(인천해양센터),35081,89 ,3854 ,89 ,3854 ,0 ,127 
수협온수지점,90411,1406 ,486 ,1405 ,486 ,1 ,61 
수협온수지점,90413,378 ,1468 ,378 ,1468 ,0 ,59 
순복음교회,37253,9969 ,28102 ,9969 ,28102 ,0 ,1228 
순복음교회,39181,20431 ,8737 ,20431 ,8737 ,0 ,940 
순복음교회,40661,13321 ,7458 ,13321 ,7458 ,0 ,670 
순천향대학병원.부명고,55037,8805 ,1169 ,8805 ,1169 ,0 ,321 
숭덕여중고입구,39461,10945 ,23883 ,10945 ,23883 ,0 ,1123 
숭덕여중고입구,39463,15959 ,10756 ,15959 ,10756 ,0 ,861 
숭덕여중고입구,39466,5713 ,1249 ,5713 ,1249 ,0 ,224 
숭뢰2리,43421,55 ,295 ,52 ,295 ,3 ,11 
숭뢰2리,43704,181 ,22 ,180 ,22 ,1 ,6 
숭보사입구,40851,129 ,32 ,129 ,32 ,0 ,5 
숭보사입구,40918,0 ,77 ,0 ,77 ,0 ,2 
숭의1.3동(극동아파트),37328,519 ,803 ,519 ,803 ,0 ,42 
숭의1.3동(극동아파트),37337,724 ,989 ,724 ,989 ,0 ,55 
숭의2동행정복지센터,37563,1987 ,2454 ,1987 ,2454 ,0 ,143 
숭의교회,37269,19111 ,10387 ,19111 ,10387 ,0 ,951 
숭의교회,37271,12676 ,16272 ,12676 ,16272 ,0 ,933 
숭의로터리,37265,6144 ,19044 ,6144 ,19044 ,0 ,812 
숭의로터리,37266,17699 ,6193 ,17699 ,6193 ,0 ,770 
숭의로터리,37273,20595 ,9019 ,20595 ,9019 ,0 ,955 
숭의로터리.도원체육관,37276,7541 ,12595 ,7541 ,12595 ,0 ,649 
숭의목공예마을앞,37313,8204 ,7929 ,8204 ,7929 ,0 ,520 
숭의목공예마을앞,37315,6290 ,7194 ,6290 ,7194 ,0 ,434 
숭의박문아파트,37353,1566 ,2695 ,1566 ,2695 ,0 ,137 
숭의박문아파트,37354,2586 ,1508 ,2586 ,1508 ,0 ,132 
숭의보건지소,37532,14762 ,4519 ,14762 ,4519 ,0 ,621 
숭의역(1번출구),37510,40717 ,22929 ,40717 ,22929 ,0 ,2053 
숭의역(2번출구),37211,28986 ,35393 ,28986 ,35393 ,0 ,2076 
숭의역(3번출구),35133,1729 ,5153 ,1729 ,5153 ,0 ,222 
숭의역(4번출구),35135,5459 ,3438 ,5459 ,3438 ,0 ,287 
숭의초등학교,37296,1118 ,1120 ,1118 ,1120 ,0 ,72 
숭의초등학교,37308,2048 ,4334 ,2048 ,4334 ,0 ,205 
숭의초등학교입구,37287,2488 ,1702 ,2488 ,1702 ,0 ,135 
쉐보레인천서비스,40433,1711 ,4970 ,1711 ,4970 ,0 ,215 
쉐보레출고사무소,89160,1856 ,375 ,1856 ,375 ,0 ,71 
쉴낙원인천장례식장,41458,1271 ,2271 ,1271 ,2271 ,0 ,114 
스카이시티자이,35916,72 ,3323 ,72 ,3323 ,0 ,109 
스카이시티자이,35917,2504 ,201 ,2504 ,201 ,0 ,87 
스카이시티자이.화성파크드림,35650,3626 ,6494 ,3626 ,6494 ,0 ,326 
스타파이브입구,35428,386 ,37 ,386 ,37 ,0 ,13 
스타파이브입구,35429,22 ,344 ,22 ,344 ,0 ,11 
스태츠칩팩코리아,35641,35 ,1730 ,35 ,1730 ,0 ,56 
스태츠칩팩코리아,35642,1706 ,27 ,1706 ,27 ,0 ,55 
스틸랜드,70228,181 ,423 ,181 ,423 ,0 ,19 
스틸랜드,70229,294 ,237 ,294 ,237 ,0 ,17 
스포월드골프연습장,42439,114 ,126 ,114 ,126 ,0 ,7 
스포월드골프연습장,42440,8 ,223 ,8 ,223 ,0 ,7 
승기2교,92077,93 ,68 ,93 ,68 ,0 ,5 
승기사거리,37301,7981 ,6293 ,7981 ,6293 ,0 ,460 
승기천,39169,1292 ,6045 ,1292 ,6045 ,0 ,236 
승기천,39170,1114 ,7697 ,1114 ,7697 ,0 ,284 
시대아파트,38340,14341 ,12563 ,14341 ,12563 ,0 ,867 
시리미,43330,50 ,56 ,48 ,56 ,2 ,3 
시리미,43631,14 ,0 ,14 ,0 ,0 ,0 
시립가좌테니스장,37581,227 ,1379 ,227 ,1379 ,0 ,51 
시립가좌테니스장,37582,210 ,2519 ,210 ,2519 ,0 ,88 
시민공원,37359,14359 ,6303 ,14359 ,6303 ,0 ,666 
시민공원(문화창작지대)역,37344,25762 ,28021 ,25762 ,28021 ,0 ,1734 
시민공원(문화창작지대)역,37346,37005 ,28208 ,37005 ,28208 ,0 ,2103 
시민공원.문화창작지대,37334,19259 ,37857 ,19259 ,37857 ,0 ,1842 
시민공원.문화창작지대,37468,2054 ,1556 ,2054 ,1556 ,0 ,116 
시민공원역.포레나미추홀,37319,6777 ,52793 ,6777 ,52793 ,0 ,1921 
시민공원역.포레나미추홀,37326,105656 ,20031 ,105656 ,20031 ,0 ,4054 
시장로터리(중앙철재),40261,2912 ,2299 ,2912 ,2299 ,0 ,168 
시청광장입구,39217,17632 ,21452 ,17632 ,21452 ,0 ,1260 
시청광장입구,39218,23132 ,18968 ,23132 ,18968 ,0 ,1358 
시티오씨엘1단지아파트,37462,1052 ,6208 ,1052 ,6208 ,0 ,234 
시티오씨엘1단지아파트,37463,3600 ,2023 ,3600 ,2023 ,0 ,181 
시티오씨엘3단지,37684,6489 ,13558 ,6489 ,13558 ,0 ,646 
시티오씨엘4단지,37685,14607 ,5754 ,14607 ,5754 ,0 ,656 
시흥대야역.영남아파트,70027,790 ,2182 ,790 ,2182 ,0 ,95 
시흥대야역.영남아파트,70028,2217 ,934 ,2217 ,934 ,0 ,101 
시흥보건소,70015,1893 ,439 ,1893 ,439 ,0 ,75 
시흥보건소,70016,514 ,1660 ,514 ,1660 ,0 ,70 
시흥영업소,25846,437 ,239 ,437 ,239 ,0 ,21 
시흥영업소,25847,223 ,280 ,223 ,280 ,0 ,16 
신검단중앙역2번출구,89588,16997 ,2985 ,16997 ,2985 ,0 ,644 
신검단중앙역사거리,89589,2316 ,15665 ,2316 ,15665 ,0 ,580 
신검단중앙역사거리(터널앞),89582,319 ,3747 ,319 ,3747 ,0 ,131 
신검단중앙역사거리(터널앞),89583,3982 ,3795 ,3982 ,3795 ,0 ,250 
신검단중앙역풍경채어바니티,89571,5601 ,6745 ,5601 ,6745 ,0 ,398 
신검단중앙역풍경채어바니티2차,89579,8789 ,2401 ,8789 ,2401 ,0 ,360 
신검단중앙역풍경채어바니티2차,89580,1962 ,4520 ,1962 ,4520 ,0 ,209 
신골입구,43998,11 ,63 ,11 ,63 ,0 ,2 
신골입구,43999,39 ,5 ,39 ,5 ,0 ,1 
신광주유소,43470,13 ,9 ,11 ,9 ,2 ,0 
신광주유소,43524,9 ,28 ,9 ,28 ,0 ,1 
신광초등학교,35142,518 ,779 ,518 ,779 ,0 ,41 
신기.남부종합시장(진흥사거리),37217,49099 ,28847 ,49099 ,28847 ,0 ,2514 
신기.남부종합시장(진흥사거리),37219,16328 ,30551 ,16328 ,30551 ,0 ,1512 
신김포농협대곶지점,80147,68 ,23 ,68 ,23 ,0 ,2 
신김포농협대곶지점,80148,146 ,113 ,146 ,113 ,0 ,8 
신논현역,32055,11565 ,57 ,11565 ,57 ,0 ,374 
신논현역.우신빌딩,31057,153 ,6952 ,153 ,6952 ,0 ,229 
신당리교회앞,90455,170 ,6 ,168 ,6 ,2 ,5 
신당리교회앞,90473,3 ,57 ,3 ,57 ,0 ,1 
신당리동촌부락,90090,11 ,0 ,11 ,0 ,0 ,0 
신당리동촌부락,90091,0 ,5 ,0 ,5 ,0 ,0 
신당리마을회관,90087,0 ,2 ,0 ,2 ,0 ,0 
신당리언덕,90456,9 ,3 ,9 ,3 ,0 ,0 
신당리언덕,90474,0 ,18 ,0 ,18 ,0 ,0 
신당리해나무,90454,67 ,3 ,66 ,3 ,1 ,2 
신당리해나무,90472,2 ,89 ,2 ,89 ,0 ,2 
신당촌,90114,5 ,2 ,5 ,2 ,0 ,0 
신대진중앙아파트,41271,4199 ,2615 ,4199 ,2615 ,0 ,219 
신대진중앙아파트,41274,2167 ,3800 ,2167 ,3800 ,0 ,192 
신도실업(주),40625,736 ,2026 ,736 ,2026 ,0 ,89 
신동마을,90253,0 ,3 ,0 ,3 ,0 ,0 
신동마을,90254,3 ,8 ,3 ,8 ,0 ,0 
신동아1.2차아파트,37507,9136 ,6150 ,9136 ,6150 ,0 ,493 
신동아1단지,70038,207 ,188 ,207 ,188 ,0 ,12 
신동아1단지.한일아파트,70037,267 ,314 ,267 ,314 ,0 ,18 
신동아3차아파트,37119,10839 ,15965 ,10839 ,15965 ,0 ,864 
신동아3차아파트,37120,11787 ,19800 ,11787 ,19800 ,0 ,1018 
신동아3차아파트,37494,10537 ,5784 ,10537 ,5784 ,0 ,526 
신동아상가,40860,5708 ,3851 ,5708 ,3851 ,0 ,308 
신동아상가(백운역방면),40068,5629 ,9241 ,5629 ,9241 ,0 ,479 
신동아아파트,37072,12 ,948 ,12 ,948 ,0 ,30 
신동아아파트,37143,9206 ,14738 ,9206 ,14738 ,0 ,772 
신동아아파트,37160,6471 ,7730 ,6471 ,7730 ,0 ,458 
신동아아파트,37525,2233 ,7455 ,2233 ,7455 ,0 ,312 
신동아아파트,39381,2758 ,6812 ,2758 ,6812 ,0 ,308 
