정류소명,정류소아이디,총승차건수,총하차건수,승차건수(카드),하차건수(카드),승차건수(현금),일평균승하차건수
걸포사거리.김포우리병원,35657,133 ,720 ,133 ,720 ,0 ,27 
걸포사거리.우리병원,35561,736 ,210 ,736 ,210 ,0 ,30 
검단1교차로,89575,61 ,102 ,61 ,102 ,0 ,5 
검단1교차로,89576,25 ,207 ,25 ,207 ,0 ,7 
검단1차피오레·금호어울림아파트,89457,872 ,389 ,872 ,389 ,0 ,40 
검단1차피오레·금호어울림아파트,89458,147 ,993 ,147 ,993 ,0 ,36 
검단2교차로,89581,26 ,425 ,26 ,425 ,0 ,14 
검단LH13단지후문,89558,1134 ,848 ,1134 ,848 ,0 ,63 
검단LH13단지후문,89559,535 ,625 ,535 ,625 ,0 ,37 
검단LH26단지아파트,89545,619 ,1494 ,619 ,1494 ,0 ,68 
검단LH26단지후문,89553,395 ,240 ,395 ,240 ,0 ,20 
검단LH36단지,89548,808 ,305 ,808 ,305 ,0 ,35 
검단LH36단지,89549,767 ,1236 ,767 ,1236 ,0 ,64 
검단LH행복주택,89408,5531 ,3842 ,5531 ,3842 ,0 ,302 
검단공구상가,89053,49 ,676 ,49 ,676 ,0 ,23 
검단공구상가,89065,486 ,222 ,486 ,222 ,0 ,22 
검단금호어울림센트럴아파트,89546,1208 ,487 ,1208 ,487 ,0 ,54 
검단노인복지관,42695,440 ,488 ,440 ,488 ,0 ,29 
검단농기구센터,89316,53 ,1 ,53 ,1 ,0 ,1 
검단농기구센터,89324,0 ,148 ,0 ,148 ,0 ,4 
검단농협,42432,24045 ,8084 ,24045 ,8084 ,0 ,1036 
검단농협,42434,5582 ,14062 ,5575 ,14062 ,7 ,633 
검단대성베르힐,89467,1389 ,687 ,1389 ,687 ,0 ,66 
검단동행정복지센터(검단고교),42441,3450 ,7182 ,3450 ,7182 ,0 ,342 
검단동행정복지센터(검단고교),42445,3961 ,4722 ,3961 ,4722 ,0 ,280 
검단디에트르리버파크,89476,936 ,2767 ,936 ,2767 ,0 ,119 
검단디에트르리버파크,89477,3279 ,887 ,3279 ,887 ,0 ,134 
검단로제비앙라포레,89483,4144 ,1085 ,4144 ,1085 ,0 ,168 
검단로지스틱스파크,41339,1591 ,645 ,1591 ,645 ,0 ,72 
검단로지스틱스파크,42395,765 ,3753 ,765 ,3753 ,0 ,145 
검단메가박스,42383,2626 ,1819 ,2626 ,1819 ,0 ,143 
검단메가박스,42384,495 ,1241 ,495 ,1241 ,0 ,56 
검단모아미래도엘리트,89466,1780 ,3853 ,1780 ,3853 ,0 ,181 
검단모아엘가그랑데아파트,42483,3113 ,1304 ,3113 ,1304 ,0 ,142 
검단사거리(구.검단출장소),42423,14182 ,11957 ,14182 ,11957 ,0 ,843 
검단사거리(구.검단출장소),42424,4657 ,9476 ,4657 ,9476 ,0 ,455 
검단사거리역,42419,15377 ,13648 ,15377 ,13648 ,0 ,936 
검단사거리역,42426,2083 ,7485 ,2083 ,7485 ,0 ,308 
검단사거리역,42427,5868 ,3141 ,5856 ,3141 ,12 ,290 
검단사거리역,42537,10402 ,13469 ,10402 ,13469 ,0 ,770 
검단소방서,42428,1385 ,3915 ,1385 ,3915 ,0 ,170 
검단소방서,42431,351 ,2144 ,351 ,2144 ,0 ,80 
검단소방서후문,89550,6 ,266 ,6 ,266 ,0 ,8 
검단신도시예미지더시그너스,89415,4095 ,1850 ,4095 ,1850 ,0 ,191 
검단신도시예미지더시그너스,89416,1511 ,3215 ,1511 ,3215 ,0 ,152 
검단신도시우미린리버포레,89409,5274 ,4986 ,5274 ,4986 ,0 ,330 
검단신안인스빌어반퍼스트,89511,2231 ,72 ,2231 ,72 ,0 ,74 
검단신안인스빌어반퍼스트,89512,241 ,1215 ,241 ,1215 ,0 ,46 
검단예미지트리플에듀,89543,1203 ,2298 ,1203 ,2298 ,0 ,112 
검단예미지트리플에듀,89551,1019 ,550 ,1019 ,550 ,0 ,50 
검단예미지트리플에듀2701동,89552,211 ,305 ,211 ,305 ,0 ,16 
검단예미지트리플에듀아파트,89484,736 ,972 ,736 ,972 ,0 ,55 
검단오류공단,42702,11 ,598 ,11 ,598 ,0 ,19 
검단오류공단,42703,211 ,27 ,211 ,27 ,0 ,7 
검단오류역,89057,6438 ,948 ,6438 ,948 ,0 ,238 
검단오류역,89060,812 ,5807 ,812 ,5807 ,0 ,213 
검단오류역우방아이유쉘,89067,719 ,1152 ,719 ,1152 ,0 ,60 
검단오류역우방아이유쉘,89068,1464 ,433 ,1464 ,433 ,0 ,61 
검단오류풍림아이원,89251,269 ,347 ,269 ,347 ,0 ,19 
검단오류풍림아이원,89252,555 ,252 ,555 ,252 ,0 ,26 
검단우미린더헤리티지,89525,97 ,273 ,97 ,273 ,0 ,11 
검단우미린더헤리티지,89526,367 ,316 ,367 ,316 ,0 ,22 
검단우미린파크뷰1단지,89499,821 ,538 ,821 ,538 ,0 ,43 
검단우미린파크뷰1단지,89500,502 ,160 ,502 ,160 ,0 ,21 
검단우미린파크뷰2단지,89469,5163 ,1802 ,5163 ,1802 ,0 ,224 
검단우미린파크뷰2단지,89501,2569 ,4174 ,2569 ,4174 ,0 ,217 
검단우방아이유쉘아파트,42688,360 ,766 ,360 ,766 ,0 ,36 
검단원흥아파트,42400,1676 ,1078 ,1676 ,1078 ,0 ,88 
검단원흥아파트,42401,1186 ,2652 ,1186 ,2652 ,0 ,123 
검단유승한내들에듀파크정문,89567,2159 ,952 ,2159 ,952 ,0 ,100 
검단지식산업센타,89054,7041 ,237 ,7041 ,237 ,0 ,234 
검단지식산업센타,89063,188 ,5242 ,188 ,5242 ,0 ,175 
검단초등학교,42475,6808 ,3676 ,6808 ,3676 ,0 ,338 
검단초등학교,42482,3638 ,3481 ,3638 ,3481 ,0 ,229 
검단초등학교,89332,180 ,133 ,180 ,133 ,0 ,10 
검단초등학교,89333,133 ,193 ,133 ,193 ,0 ,10 
검단탑종합병원,42877,692 ,564 ,692 ,564 ,0 ,40 
검단하나아파트,42421,2856 ,512 ,2855 ,512 ,1 ,108 
검단하나아파트,42422,387 ,805 ,385 ,805 ,2 ,38 
검단한신더휴캐널파크1103동,89404,5333 ,8887 ,5333 ,8887 ,0 ,458 
검단한신더휴캐널파크1103동,89405,11298 ,5538 ,11298 ,5538 ,0 ,543 
검단한신더휴캐널파크정문,89566,1218 ,1887 ,1218 ,1887 ,0 ,100 
검단힐스테이트5차아파트,42557,19 ,119 ,19 ,119 ,0 ,4 
검단힐스테이트5차아파트,42558,267 ,730 ,267 ,730 ,0 ,32 
검문소,43662,2 ,3 ,2 ,3 ,0 ,0 
검문소,43812,5 ,68 ,5 ,68 ,0 ,2 
검문소,90042,0 ,2 ,0 ,2 ,0 ,0 
검문소,90043,55 ,88 ,55 ,88 ,0 ,4 
검바위역,42348,4405 ,943 ,4405 ,943 ,0 ,172 
검바위역,42349,1116 ,5099 ,1116 ,5099 ,0 ,200 
검암경서동행정복지센터,42352,2686 ,5704 ,2686 ,5704 ,0 ,270 
검암경서동행정복지센터,42353,6009 ,2474 ,6009 ,2474 ,0 ,273 
검암사거리,42356,2815 ,4709 ,2815 ,4709 ,0 ,242 
검암사거리,42357,5910 ,2294 ,5910 ,2294 ,0 ,264 
검암사거리,42358,8018 ,2228 ,8018 ,2228 ,0 ,330 
검암역(시내방면),42364,10674 ,318 ,10674 ,318 ,0 ,354 
검암역(원당방면),42363,5345 ,29814 ,5345 ,29814 ,0 ,1134 
검암역.서해그랑블아파트,42360,7548 ,5930 ,7548 ,5930 ,0 ,434 
검암역로열파크씨티푸르지오1단지,89167,10898 ,42 ,10898 ,42 ,0 ,352 
검암역로열파크씨티푸르지오1단지,89168,32 ,9529 ,32 ,9529 ,0 ,308 
검암역로열파크씨티푸르지오2단지,89169,2672 ,1737 ,2672 ,1737 ,0 ,142 
검암역로열파크씨티푸르지오2단지,89170,20 ,5292 ,20 ,5292 ,0 ,171 
검암역입구,42851,17917 ,8831 ,17917 ,8831 ,0 ,862 
검암역입구,42852,13232 ,12301 ,13232 ,12301 ,0 ,823 
검암역입구(시천교밑),89250,13274 ,2923 ,13274 ,2923 ,0 ,522 
검암중학교,42359,4360 ,2010 ,4360 ,2010 ,0 ,205 
검암중학교,42362,2491 ,3011 ,2491 ,3011 ,0 ,177 
검암초등학교,42361,423 ,5534 ,423 ,5534 ,0 ,192 
겐트대학교글로벌캠퍼스,38769,96 ,2 ,96 ,2 ,0 ,3 
겐트대학교글로벌캠퍼스,38770,61 ,697 ,61 ,697 ,0 ,24 
경기국제통상고.포도마을뉴서울.중앙공원,55042,564 ,1827 ,564 ,1827 ,0 ,77 
경기국제통상고.포도마을뉴서울.중앙공원,55043,1336 ,933 ,1336 ,933 ,0 ,73 
경기도교육청학생교육원,43162,1 ,82 ,1 ,82 ,0 ,2 
경기도교육청학생교육원,43222,163 ,18 ,163 ,18 ,0 ,5 
경기주유소,43051,119 ,442 ,119 ,442 ,0 ,18 
경남1차,40343,8028 ,427 ,8028 ,427 ,0 ,272 
경남1차아파트,40376,12409 ,7905 ,12409 ,7905 ,0 ,655 
경남2차,40305,8958 ,87 ,8958 ,87 ,0 ,291 
경남아너스빌,42099,3875 ,1633 ,3875 ,1633 ,0 ,177 
경남아너스빌,42102,1518 ,2955 ,1518 ,2955 ,0 ,144 
경남아너스빌아파트,42110,6195 ,3306 ,6195 ,3306 ,0 ,306 
경남아너스빌아파트,42111,1976 ,3373 ,1976 ,3373 ,0 ,172 
경남아파트,35143,9145 ,3380 ,9145 ,3380 ,0 ,404 
경남아파트,35147,1962 ,3551 ,1962 ,3551 ,0 ,177 
경남아파트,38281,7628 ,7543 ,7628 ,7543 ,0 ,489 
경남아파트,41011,13308 ,3855 ,13308 ,3855 ,0 ,553 
경남아파트,41014,3670 ,7678 ,3670 ,7678 ,0 ,366 
경남아파트,42332,6151 ,3819 ,6151 ,3819 ,0 ,321 
경남아파트,42334,3595 ,6057 ,3595 ,6057 ,0 ,311 
경남아파트308동앞,40334,37 ,6164 ,37 ,6164 ,0 ,200 
경남아파트311동앞,40300,19 ,5054 ,19 ,5054 ,0 ,163 
경남아파트313동앞,40287,38 ,9678 ,38 ,9678 ,0 ,313 
경동택배,89315,71 ,0 ,71 ,0 ,0 ,2 
경동택배,89325,0 ,52 ,0 ,52 ,0 ,1 
경명초등학교,89216,1338 ,523 ,1338 ,523 ,0 ,60 
경명초등학교,89277,5586 ,7280 ,5586 ,7280 ,0 ,415 
경명초등학교,89278,4157 ,6954 ,4157 ,6954 ,0 ,358 
경방신약,39136,4498 ,1338 ,4498 ,1338 ,0 ,188 
경복예식장,39399,11221 ,5922 ,11221 ,5922 ,0 ,553 
경서농원,42333,211 ,580 ,211 ,580 ,0 ,25 
경서농원,42335,59 ,1034 ,59 ,1034 ,0 ,35 
경서지구입구,42303,1307 ,6470 ,1307 ,6470 ,0 ,250 
경서지구입구,42671,2995 ,2534 ,2995 ,2534 ,0 ,178 
경서지구입구,42672,3856 ,3445 ,3856 ,3445 ,0 ,235 
경서초등학교,42569,4340 ,3111 ,4340 ,3111 ,0 ,240 
경서초등학교,42570,3103 ,3038 ,3103 ,3038 ,0 ,198 
경신마을,39646,97 ,218 ,97 ,218 ,0 ,10 
경신마을,39982,96 ,290 ,96 ,290 ,0 ,12 
경신아파트,41216,2031 ,1019 ,2031 ,1019 ,0 ,98 
경신아파트,41223,1720 ,3474 ,1720 ,3474 ,0 ,167 
경연초중학교,89271,6598 ,3247 ,6598 ,3247 ,0 ,317 
경연초중학교,89272,2908 ,5410 ,2908 ,5410 ,0 ,268 
경연초중학교·청라센텀로제비앙,89286,3348 ,1618 ,3348 ,1618 ,0 ,160 
경연초중학교·호반베르디움6차,89285,2185 ,2270 ,2185 ,2270 ,0 ,143 
경인계량소,42549,827 ,4 ,827 ,4 ,0 ,26 
경인계량소,42550,1 ,641 ,1 ,641 ,0 ,20 
경인교대.부평향교,41138,892 ,1245 ,892 ,1245 ,0 ,68 
경인교대.부평향교,41139,950 ,941 ,950 ,941 ,0 ,61 
경인교대역입구,41428,8078 ,6509 ,8078 ,6509 ,0 ,470 
경인교대역입구,41429,6760 ,7954 ,6760 ,7954 ,0 ,474 
경인교회앞,40077,870 ,3241 ,870 ,3241 ,0 ,132 
경인방송,37003,168 ,281 ,168 ,281 ,0 ,14 
경인방송,37004,39 ,262 ,39 ,262 ,0 ,9 
경인산업,39688,748 ,1515 ,748 ,1515 ,0 ,73 
경인아라뱃길여객터미널,42869,225 ,4 ,225 ,4 ,0 ,7 
경인여대,41277,4092 ,5172 ,4092 ,5172 ,0 ,298 
경인여대,41278,2203 ,2864 ,2203 ,2864 ,0 ,163 
경인특장,42547,333 ,10 ,333 ,10 ,0 ,11 
경인항다목적부두,89151,180 ,1 ,180 ,1 ,0 ,5 
경인항다목적부두,89152,2 ,197 ,2 ,197 ,0 ,6 
경전말,43934,17 ,0 ,17 ,0 ,0 ,0 
경제자유구역청,38514,3285 ,3950 ,3285 ,3950 ,0 ,233 
경제자유구역청,38515,4121 ,5718 ,4121 ,5718 ,0 ,317 
경진브로아,39042,1093 ,1527 ,1093 ,1527 ,0 ,84 
경흥빌라,43372,718 ,18 ,708 ,18 ,10 ,23 
경흥빌라,43616,14 ,316 ,14 ,316 ,0 ,10 
경희유치원앞,39991,179 ,621 ,179 ,621 ,0 ,25 
경희유치원앞,39992,247 ,149 ,247 ,149 ,0 ,12 
계량소,40195,2498 ,328 ,2498 ,328 ,0 ,91 
계룡리슈빌,55225,5461 ,1474 ,5461 ,1474 ,0 ,223 
계산공고,41167,3186 ,4197 ,3186 ,4197 ,0 ,238 
계산공고,41170,4763 ,7219 ,4763 ,7219 ,0 ,386 
계산공고앞,41169,3338 ,2381 ,3338 ,2381 ,0 ,184 
계산국민체육센터,41276,2648 ,3774 ,2648 ,3774 ,0 ,207 
계산국민체육센터,41613,3110 ,3185 ,3110 ,3185 ,0 ,203 
계산동수협,41533,3125 ,3654 ,3125 ,3654 ,0 ,218 
계산동아아파트,41231,400 ,2 ,400 ,2 ,0 ,12 
계산동우체국,41427,7465 ,3609 ,7465 ,3609 ,0 ,357 
계산삼거리,41196,207 ,243 ,207 ,243 ,0 ,14 
계산삼거리(신도브래뉴),41199,9567 ,8720 ,9567 ,8720 ,0 ,589 
계산삼거리(신도브래뉴),41201,3752 ,7561 ,3752 ,7561 ,0 ,364 
계산시장,41176,3680 ,4373 ,3680 ,4373 ,0 ,259 
계산여고,41576,653 ,1790 ,653 ,1790 ,0 ,78 
계산여자고등학교,41224,749 ,1257 ,749 ,1257 ,0 ,64 
계산역,41247,5858 ,4303 ,5858 ,4303 ,0 ,327 
계산역,41371,8625 ,2687 ,8625 ,2687 ,0 ,364 
계산역,41426,32355 ,21331 ,32355 ,21331 ,0 ,1731 
계산역,41431,23708 ,31678 ,23708 ,31678 ,0 ,1786 
계산우체국,41430,9047 ,11763 ,9047 ,11763 ,0 ,671 
계산주공아파트,41423,12491 ,13665 ,12491 ,13665 ,0 ,843 
계산중학교,41577,170 ,25 ,170 ,25 ,0 ,6 
계양1동주민자치센터,41476,6579 ,1138 ,6579 ,1138 ,0 ,248 
계양1동주민자치센터,41520,593 ,6552 ,593 ,6552 ,0 ,230 
계양3동행정복지센터,41525,623 ,1014 ,623 ,1014 ,0 ,52 
계양3동행정복지센터,41526,915 ,741 ,915 ,741 ,0 ,53 
계양CGV,41140,4698 ,3822 ,4698 ,3822 ,0 ,274 
계양경찰서,41184,10249 ,8420 ,10249 ,8420 ,0 ,602 
계양경찰서,41185,5881 ,9460 ,5881 ,9460 ,0 ,494 
계양경찰서,41195,20502 ,5458 ,20502 ,5458 ,0 ,837 
계양경찰서·계양구청,41194,4589 ,17200 ,4589 ,17200 ,0 ,702 
계양구의회,41123,5323 ,4515 ,5323 ,4515 ,0 ,317 
계양구의회,41124,4931 ,5499 ,4931 ,5499 ,0 ,336 
계양구청,41177,4466 ,4332 ,4466 ,4332 ,0 ,283 
계양구청,41180,7916 ,10299 ,7916 ,10299 ,0 ,587 
계양구청,41188,3748 ,1806 ,3748 ,1806 ,0 ,179 
계양구청,41197,12 ,2615 ,12 ,2615 ,0 ,84 
계양구청앞,41204,7996 ,4749 ,7996 ,4749 ,0 ,411 
계양도서관,41251,5772 ,8193 ,5772 ,8193 ,0 ,450 
계양문화회관,41248,1319 ,1094 ,1319 ,1094 ,0 ,77 
계양문화회관,41255,2743 ,4369 ,2743 ,4369 ,0 ,229 
계양산성박물관,41285,1246 ,2083 ,1246 ,2083 ,0 ,107 
계양산성박물관,41286,1148 ,2174 ,1148 ,2174 ,0 ,107 
계양산장미원입구,41186,1811 ,1521 ,1811 ,1521 ,0 ,107 
계양산장미원입구,41189,728 ,1777 ,728 ,1777 ,0 ,80 
계양산전통시장,41297,751 ,5041 ,751 ,5041 ,0 ,186 
계양산전통시장,41298,4762 ,1571 ,4762 ,1571 ,0 ,204 
계양산전통시장,41306,13664 ,17349 ,13664 ,17349 ,0 ,1000 
계양산지구대,41281,1015 ,1559 ,1015 ,1559 ,0 ,83 
계양산지구대,41282,805 ,1321 ,805 ,1321 ,0 ,68 
계양새마을금고,41094,1734 ,1812 ,1734 ,1812 ,0 ,114 
계양새마을금고,41097,1855 ,2237 ,1855 ,2237 ,0 ,132 
계양세무서,41054,1866 ,1048 ,1866 ,1048 ,0 ,94 
계양세무서,41058,1017 ,1725 ,1017 ,1725 ,0 ,88 
계양센트레빌1단지,41550,4228 ,5082 ,4228 ,5082 ,0 ,300 
계양센트레빌1단지,41627,2281 ,1192 ,2281 ,1192 ,0 ,112 
계양센트레빌1단지,41628,122 ,956 ,122 ,956 ,0 ,34 
계양센트레빌1단지(111동앞),41551,5176 ,4374 ,5176 ,4374 ,0 ,308 
계양센트레빌2단지,41625,253 ,923 ,253 ,923 ,0 ,37 
계양여성회관,41404,4721 ,4199 ,4721 ,4199 ,0 ,287 
계양역,41357,98055 ,70582 ,98049 ,70582 ,6 ,5439 
계양역,41358,62051 ,62748 ,62047 ,62748 ,4 ,4025 
계양역(귤현역방면),41659,6044 ,257 ,6044 ,257 ,0 ,203 
계양임광그대가아파트,41118,4080 ,338 ,4080 ,338 ,0 ,142 
계양종합사회복지관,41120,467 ,902 ,467 ,902 ,0 ,44 
계양종합사회복지관,41121,1038 ,571 ,1038 ,571 ,0 ,51 
계양중학교,41340,2088 ,834 ,2088 ,834 ,0 ,94 
계양중학교,41341,1005 ,5181 ,1005 ,5181 ,0 ,199 
계양체육관(벨로드롬경기장),41666,446 ,1114 ,446 ,1114 ,0 ,50 
계양체육관(아시아드양궁장),41454,496 ,584 ,496 ,584 ,0 ,34 
계양체육관(아시아드양궁장),41455,1804 ,758 ,1804 ,758 ,0 ,82 
계양체육관(아시아드양궁장),41567,3506 ,855 ,3506 ,855 ,0 ,140 
계양체육관(아시아드양궁장),41568,932 ,5782 ,932 ,5782 ,0 ,216 
계양체육관(효성해링턴플레이스),41440,3721 ,1230 ,3721 ,1230 ,0 ,159 
계양체육관.대동아파트,41173,76 ,1610 ,76 ,1610 ,0 ,54 
계양효성해링턴플레이스,41669,106 ,1544 ,106 ,1544 ,0 ,53 
고구1리입구,90006,59 ,8 ,59 ,8 ,0 ,2 
고구1리입구,90007,6 ,46 ,6 ,46 ,0 ,1 
고구2리마을회관입구,90014,1 ,77 ,1 ,77 ,0 ,2 
고구2리마을회관입구,90015,98 ,1 ,94 ,1 ,4 ,3 
고구저수지,90008,3 ,25 ,3 ,25 ,0 ,0 
고구저수지,90009,16 ,2 ,16 ,2 ,0 ,0 
고구촌,90012,0 ,60 ,0 ,60 ,0 ,1 
고구촌,90013,76 ,1 ,76 ,1 ,0 ,2 
고능2리 종점,90372,4 ,7 ,3 ,7 ,1 ,0 
고능2리능촌마을회관,90371,0 ,5 ,0 ,5 ,0 ,0 
고능리공소,90208,100 ,78 ,95 ,78 ,5 ,5 
고능리입구,43291,0 ,31 ,0 ,31 ,0 ,1 
고능리입구,43534,41 ,4 ,41 ,4 ,0 ,1 
고다니마을9단지,80362,99 ,51 ,99 ,51 ,0 ,4 
고려산업,39486,859 ,1162 ,859 ,1162 ,0 ,65 
고려양행,39111,1511 ,1489 ,1511 ,1489 ,0 ,96 
고려저수지입구,43249,31 ,90 ,31 ,90 ,0 ,3 
고려저수지입구,43486,52 ,26 ,51 ,26 ,1 ,2 
고비고개정상,43569,3 ,0 ,3 ,0 ,0 ,0 
고비고개정상,43844,0 ,14 ,0 ,14 ,0 ,0 
고산마을입구,90016,4 ,35 ,4 ,35 ,0 ,1 
고산마을입구,90017,23 ,2 ,23 ,2 ,0 ,0 
고산촌,43544,144 ,49 ,139 ,49 ,5 ,6 
고산촌,43779,53 ,141 ,52 ,141 ,1 ,6 
고상골,43269,6 ,44 ,6 ,44 ,0 ,1 
고상골,43382,34 ,4 ,34 ,4 ,0 ,1 
고상골입구,43266,110 ,9 ,108 ,9 ,2 ,3 
고상골입구,43552,9 ,104 ,9 ,104 ,0 ,3 
고속터미널,31017,14993 ,381 ,14993 ,381 ,0 ,495 
고속터미널,31018,827 ,22903 ,827 ,22903 ,0 ,765 
고시기(가재골),43770,9 ,0 ,9 ,0 ,0 ,0 
고시기(가재골),90126,0 ,6 ,0 ,6 ,0 ,0 
고염나무골,35473,13 ,253 ,13 ,253 ,0 ,8 
고염나무골,35474,266 ,9 ,266 ,9 ,0 ,8 
고인돌입구,43550,7 ,35 ,7 ,35 ,0 ,1 
고인돌체육관앞,90045,266 ,473 ,261 ,473 ,5 ,23 
고인돌체육관앞,90046,552 ,237 ,551 ,237 ,1 ,25 
고잔고등학교,39691,247 ,1953 ,247 ,1953 ,0 ,70 
고잔마을,43284,91 ,0 ,91 ,0 ,0 ,2 
고잔마을,43532,0 ,56 ,0 ,56 ,0 ,1 
고창마을.KCC,80328,264 ,212 ,264 ,212 ,0 ,15 
고창촌,43076,41 ,91 ,41 ,91 ,0 ,4 
고창촌입구,43166,7 ,1 ,7 ,1 ,0 ,0 
고창촌입구,43345,0 ,30 ,0 ,30 ,0 ,0 
고천3리마을회관,43341,67 ,9 ,65 ,9 ,2 ,2 
고천3리마을회관,43574,5 ,64 ,4 ,64 ,1 ,2 
고천5리마을회관,90341,6 ,0 ,6 ,0 ,0 ,0 
고천5리마을회관,90345,0 ,9 ,0 ,9 ,0 ,0 
고천교,43339,8 ,71 ,6 ,71 ,2 ,2 
고천교,43849,83 ,5 ,83 ,5 ,0 ,2 
고천당,90420,0 ,16 ,0 ,16 ,0 ,0 
고천당,90421,19 ,0 ,19 ,0 ,0 ,0 
고촌역,80061,4361 ,1524 ,4361 ,1524 ,0 ,189 
고촌역,80062,1900 ,6969 ,1900 ,6969 ,0 ,286 
고합아파트,70036,184 ,152 ,184 ,152 ,0 ,10 
고향산천,43464,7 ,6 ,7 ,6 ,0 ,0 
고향산천,43610,13 ,9 ,13 ,9 ,0 ,0 
곡촌,43427,19 ,21 ,18 ,21 ,1 ,1 
곡촌,43457,54 ,26 ,52 ,26 ,2 ,2 
곡촌,43789,62 ,27 ,54 ,27 ,8 ,2 
곡촌,43816,1 ,79 ,1 ,79 ,0 ,2 
곤능,43197,5 ,71 ,5 ,71 ,0 ,2 
곤능,43319,40 ,3 ,40 ,3 ,0 ,1 
골드클래스,42936,154 ,530 ,154 ,530 ,0 ,22 
공개마을,90195,26 ,0 ,26 ,0 ,0 ,0 
공개마을,90196,3 ,33 ,3 ,33 ,0 ,1 
공구상가,36092,466 ,1819 ,466 ,1819 ,0 ,73 
공구상가.간동입구,80021,966 ,118 ,966 ,118 ,0 ,34 
공군8547부대앞,35718,40 ,411 ,39 ,411 ,1 ,14 
공군8547부대앞,35719,5 ,215 ,5 ,215 ,0 ,7 
공군회관,19255,354 ,8 ,354 ,8 ,0 ,11 
공군회관,20107,22 ,549 ,22 ,549 ,0 ,18 
공단공원앞,42739,105 ,315 ,105 ,315 ,0 ,13 
공단공원앞,42740,533 ,73 ,533 ,73 ,0 ,19 
공단본부,42270,225 ,905 ,225 ,905 ,0 ,36 
공단본부,42756,2805 ,762 ,2805 ,762 ,0 ,115 
공단본부,42757,849 ,2635 ,849 ,2635 ,0 ,112 
공단사거리,40599,5328 ,3629 ,5328 ,3629 ,0 ,288 
공단사거리,40600,2368 ,3565 ,2368 ,3565 ,0 ,191 
공단사거리,42995,1 ,1069 ,1 ,1069 ,0 ,34 
공단사거리,42996,1842 ,20 ,1842 ,20 ,0 ,60 
공단사거리,89069,17 ,320 ,17 ,320 ,0 ,10 
공단사거리,89070,326 ,647 ,326 ,647 ,0 ,31 
공단소방서,39062,1622 ,3330 ,1622 ,3330 ,0 ,159 
공단시장,37426,2719 ,4892 ,2719 ,4892 ,0 ,245 
공단시장,37427,7011 ,3940 ,7011 ,3940 ,0 ,353 
공단오거리,40565,2960 ,1021 ,2960 ,1021 ,0 ,128 
공단오거리,40566,828 ,3684 ,828 ,3684 ,0 ,145 
공단유통상가,42940,31 ,986 ,31 ,986 ,0 ,32 
공단유통상가,42941,878 ,28 ,878 ,28 ,0 ,29 
공단자동차,42022,2160 ,2424 ,2160 ,2424 ,0 ,147 
공단치안센터,37444,1803 ,859 ,1803 ,859 ,0 ,85 
공단치안센터,37445,417 ,1742 ,417 ,1742 ,0 ,69 
공덕오거리,14149,814 ,4 ,814 ,4 ,0 ,26 
공설운동장,43091,29 ,476 ,29 ,476 ,0 ,16 
공설운동장,43092,239 ,121 ,239 ,121 ,0 ,11 
공수부대입구,92069,64 ,56 ,64 ,56 ,0 ,3 
공숙입구,43290,136 ,127 ,136 ,127 ,0 ,8 
공숙입구,43490,127 ,155 ,126 ,155 ,1 ,9 
공영산업,89148,47 ,1131 ,47 ,1131 ,0 ,38 
공작아파트,39479,1939 ,3841 ,1939 ,3841 ,0 ,186 
공작아파트,39480,3363 ,4549 ,3363 ,4549 ,0 ,255 
공장단지입구,42555,172 ,100 ,172 ,100 ,0 ,8 
공촌마을,42323,5189 ,3077 ,5189 ,3077 ,0 ,266 
공촌마을,42598,2500 ,4560 ,2500 ,4560 ,0 ,227 
공촌사거리,42324,19904 ,10676 ,19904 ,10676 ,0 ,986 
공촌사거리,42330,15700 ,18536 ,15700 ,18536 ,0 ,1104 
공촌사거리,42331,905 ,710 ,905 ,710 ,0 ,52 
공촌사거리(한국아파트),42322,3828 ,5095 ,3828 ,5095 ,0 ,287 
공촌유수지체육공원,89478,150 ,1467 ,150 ,1467 ,0 ,52 
공촌유수지체육공원,89479,470 ,210 ,470 ,210 ,0 ,21 
공촌정수장,42340,148 ,94 ,148 ,94 ,0 ,7 
공촌정수장,42341,76 ,228 ,76 ,228 ,0 ,9 
공촌천,89539,151 ,156 ,151 ,156 ,0 ,9 
공항고등학교,35116,2145 ,918 ,2145 ,918 ,0 ,98 
공항교회앞,35123,2104 ,2354 ,2104 ,2354 ,0 ,143 
공항신도시(메디컬사거리),35258,949 ,2220 ,949 ,2220 ,0 ,102 
공항중학교,16307,85 ,16 ,85 ,16 ,0 ,3 
공항중학교,35117,1217 ,1290 ,1217 ,1290 ,0 ,80 
공항중학교.마곡엠밸리9단지,16308,9 ,124 ,9 ,124 ,0 ,4 
공항초등학교,35087,622 ,492 ,622 ,492 ,0 ,35 
과학고.국제고.운서중,35922,133 ,158 ,133 ,158 ,0 ,9 
관곡마을,90104,0 ,8 ,0 ,8 ,0 ,0 
관곡마을,90105,35 ,0 ,35 ,0 ,0 ,1 
관광밸트입구,43874,1 ,3 ,1 ,3 ,0 ,0 
관광밸트입구,43875,0 ,1 ,0 ,1 ,0 ,0 
관교노인복지관·승학초등학교,37679,1754 ,1971 ,1754 ,1971 ,0 ,120 
관교여자중학교,37226,9362 ,8254 ,9362 ,8254 ,0 ,568 
